Year	No. of records with a forename	No. of male/mostly male forename records	No. of female/mostly female forename records	No. of gender-undetermined forename records	% of records with a male/mostly male forename	% of records with a female/mostly female forename	% of records with a gender-undetermined forename	Gender ratio of (male+mostly male)/(female + mostly female) forename records	No. of records with a middle name	Avg. no. of middle names per record (for records with >=1 middle name)	No. of different forenames seen	Forename diversity (i.e., ratio of the no. of different forenames to the total no. of records per year)	% of this year's forenames not used in the previous year	Most popular forename (% of records)	Second most popular forename (% of records)	Third most popular forename (% of records)	Fourth most popular forename (% of records)	Fifth most popular forename (% of records)	Most popular middle name (% of records)	Second most popular middle name (% of records)	Third most popular middle name (% of records)	Fourth most popular middle name (% of records)	Fifth most popular middle name (% of records)
1829	46451	22036	24251	164	47.439	52.208	0.353	0.909	4429	1.030	933	0.020	48.767	Mary (9.257%)	John (8.047%)	William (6.508%)	Elizabeth (5.453%)	James (5.078%)	Ann (29.345%)	A (6.180%)	Jane (2.849%)	Henry (2.279%)	Elizabeth (1.863%)
1830	49208	23111	25937	160	46.966	52.709	0.325	0.891	4853	1.029	955	0.019	49.424	Mary (9.013%)	John (7.858%)	William (6.316%)	Elizabeth (5.420%)	Thomas (4.995%)	Ann (28.883%)	A (6.685%)	Jane (2.982%)	Henry (2.602%)	Elizabeth (2.322%)
1831	49258	23047	26025	186	46.788	52.834	0.378	0.886	4988	1.023	957	0.019	47.753	Mary (9.552%)	John (7.993%)	William (6.364%)	Elizabeth (5.402%)	James (4.988%)	Ann (28.969%)	A (6.507%)	Jane (3.489%)	Henry (3.312%)	J (2.176%)
1832	48326	22729	25434	163	47.033	52.630	0.337	0.894	5130	1.028	973	0.020	46.557	Mary (9.196%)	John (7.981%)	William (6.613%)	Elizabeth (5.508%)	James (5.030%)	Ann (28.341%)	A (5.934%)	Jane (3.810%)	Henry (3.469%)	Elizabeth (2.445%)
1833	51558	24392	26978	188	47.310	52.326	0.365	0.904	5693	1.027	1015	0.020	49.557	Mary (9.355%)	John (8.022%)	William (6.565%)	Elizabeth (5.437%)	James (5.134%)	Ann (28.435%)	A (6.228%)	Jane (3.610%)	Henry (3.319%)	J (2.532%)
1834	53412	25304	27905	203	47.375	52.245	0.380	0.907	6007	1.024	1063	0.020	50.517	Mary (9.314%)	John (7.871%)	William (6.367%)	Elizabeth (5.525%)	James (5.235%)	Ann (28.674%)	A (5.527%)	Jane (4.243%)	Henry (2.536%)	J (2.097%)
1835	55953	26319	29430	204	47.038	52.598	0.365	0.894	6528	1.027	1071	0.019	48.366	Mary (9.342%)	John (7.692%)	William (6.280%)	Elizabeth (5.485%)	James (5.156%)	Ann (28.646%)	A (6.084%)	Jane (4.459%)	Henry (3.102%)	Elizabeth (2.267%)
1836	61131	29177	31710	244	47.729	51.872	0.399	0.920	7232	1.027	1132	0.019	49.912	Mary (9.342%)	John (7.970%)	William (6.555%)	Elizabeth (5.330%)	James (5.127%)	Ann (28.108%)	A (5.993%)	Jane (4.512%)	Henry (3.448%)	J (2.384%)
1837	69405	33384	35732	289	48.100	51.483	0.416	0.934	8539	1.025	1268	0.018	50.552	Mary (9.094%)	John (8.118%)	William (6.453%)	Elizabeth (5.368%)	James (5.249%)	Ann (27.806%)	A (5.611%)	Jane (5.017%)	Henry (3.326%)	J (2.274%)
1838	77633	38226	39061	346	49.239	50.315	0.446	0.979	9681	1.026	1360	0.018	51.397	Mary (8.961%)	John (8.071%)	William (6.821%)	Elizabeth (5.388%)	James (5.310%)	Ann (27.276%)	A (5.691%)	Jane (5.046%)	Henry (3.737%)	Elizabeth (2.307%)
1839	78243	38393	39546	304	49.069	50.543	0.389	0.971	10288	1.026	1347	0.017	49.889	Mary (9.116%)	John (8.060%)	William (6.604%)	James (5.406%)	Elizabeth (5.222%)	Ann (27.138%)	A (5.617%)	Jane (5.068%)	Henry (3.798%)	Elizabeth (2.520%)
1840	81483	40218	40947	318	49.358	50.252	0.390	0.982	11377	1.028	1372	0.017	49.563	Mary (8.772%)	John (8.175%)	William (6.778%)	Elizabeth (5.413%)	James (5.319%)	Ann (26.268%)	Jane (5.652%)	A (5.224%)	Henry (3.779%)	Elizabeth (2.497%)
1841	81249	39947	40973	329	49.166	50.429	0.405	0.975	12133	1.030	1372	0.017	49.271	Mary (8.934%)	John (8.108%)	William (6.639%)	James (5.291%)	Elizabeth (5.201%)	Ann (25.338%)	Jane (5.800%)	A (5.192%)	Henry (3.760%)	Elizabeth (2.464%)
1842	80276	39702	40239	335	49.457	50.126	0.417	0.987	12604	1.028	1362	0.017	49.339	Mary (8.862%)	John (8.077%)	William (6.655%)	Elizabeth (5.335%)	James (5.295%)	Ann (24.724%)	Jane (5.936%)	A (5.025%)	Henry (4.315%)	Elizabeth (2.702%)
1843	79511	39202	39970	339	49.304	50.270	0.426	0.981	12880	1.028	1418	0.018	50.635	Mary (8.947%)	John (7.906%)	William (6.751%)	Elizabeth (5.392%)	James (5.284%)	Ann (24.726%)	Jane (6.727%)	A (5.164%)	Henry (4.470%)	Elizabeth (2.756%)
1844	83965	41534	42096	335	49.466	50.135	0.399	0.987	13933	1.028	1428	0.017	49.930	Mary (8.916%)	John (8.165%)	William (6.691%)	Elizabeth (5.252%)	James (5.124%)	Ann (24.757%)	Jane (6.805%)	A (4.858%)	Henry (4.418%)	Elizabeth (2.429%)
1845	85602	42267	42952	383	49.376	50.176	0.447	0.984	14936	1.026	1462	0.017	50.000	Mary (8.821%)	John (8.029%)	William (6.604%)	James (5.308%)	Elizabeth (5.174%)	Ann (24.357%)	Jane (6.626%)	A (5.033%)	Henry (4.831%)	Elizabeth (2.553%)
1846	87347	43434	43540	373	49.726	49.847	0.427	0.998	15989	1.025	1500	0.017	50.267	Mary (8.896%)	John (8.075%)	William (6.774%)	James (5.278%)	Elizabeth (5.241%)	Ann (23.076%)	Jane (6.910%)	Henry (5.073%)	A (4.920%)	Elizabeth (2.625%)
1847	83626	41497	41762	367	49.622	49.939	0.439	0.994	15620	1.024	1462	0.017	49.384	Mary (9.024%)	John (7.937%)	William (6.796%)	James (5.447%)	Elizabeth (5.324%)	Ann (22.786%)	Jane (7.064%)	Henry (5.026%)	A (4.957%)	Elizabeth (2.588%)
1848	81409	40683	40384	342	49.974	49.606	0.420	1.007	16174	1.026	1386	0.017	48.557	Mary (8.761%)	John (8.118%)	William (6.852%)	Elizabeth (5.341%)	James (5.249%)	Ann (22.601%)	Jane (7.608%)	Henry (5.301%)	A (4.186%)	Elizabeth (2.687%)
1849	85647	42935	42378	334	50.130	49.480	0.390	1.013	17581	1.028	1461	0.017	51.472	Mary (8.903%)	John (8.060%)	William (6.811%)	James (5.374%)	Thomas (5.210%)	Ann (21.367%)	Jane (7.414%)	Henry (5.029%)	A (4.520%)	Elizabeth (2.772%)
1850	88603	44285	43958	360	49.981	49.612	0.406	1.007	18863	1.027	1491	0.017	49.296	Mary (9.014%)	John (8.054%)	William (6.941%)	Elizabeth (5.201%)	James (5.183%)	Ann (21.444%)	Jane (7.786%)	Henry (5.375%)	A (4.379%)	Ellen (3.062%)
1851	93206	46845	45994	367	50.260	49.347	0.394	1.019	20462	1.027	1559	0.017	50.353	Mary (9.029%)	John (8.150%)	William (6.961%)	Elizabeth (5.266%)	James (5.214%)	Ann (21.107%)	Jane (7.596%)	Henry (5.549%)	A (3.964%)	Ellen (3.108%)
1852	92895	46611	45900	384	50.176	49.411	0.413	1.015	21242	1.027	1534	0.017	48.370	Mary (9.101%)	John (8.189%)	William (6.623%)	James (5.328%)	Elizabeth (5.240%)	Ann (21.004%)	Jane (7.796%)	Henry (5.651%)	A (4.038%)	Ellen (3.263%)
1853	92829	46198	46288	343	49.767	49.864	0.369	0.998	22307	1.027	1470	0.016	48.299	Mary (9.259%)	John (8.008%)	William (6.851%)	Elizabeth (5.293%)	James (5.193%)	Ann (20.345%)	Jane (8.043%)	Henry (5.176%)	A (4.137%)	Ellen (3.644%)
1854	93059	46304	46379	376	49.758	49.838	0.404	0.998	23130	1.026	1567	0.017	51.627	Mary (9.166%)	John (8.156%)	William (6.877%)	Elizabeth (5.277%)	James (5.146%)	Ann (19.721%)	Jane (8.190%)	Henry (5.578%)	A (3.986%)	Ellen (3.745%)
1855	94199	47064	46782	353	49.962	49.663	0.375	1.006	24591	1.027	1547	0.016	48.739	Mary (9.144%)	John (8.156%)	William (6.708%)	James (5.167%)	Elizabeth (5.159%)	Ann (18.779%)	Jane (8.158%)	Henry (5.653%)	Ellen (3.986%)	A (3.974%)
1856	94585	47223	46992	370	49.927	49.682	0.391	1.005	25619	1.029	1581	0.017	49.020	Mary (9.148%)	John (8.162%)	William (6.794%)	Elizabeth (5.195%)	James (5.140%)	Ann (18.793%)	Jane (7.704%)	Henry (5.457%)	Ellen (4.228%)	A (3.772%)
1857	96359	48180	47816	363	50.001	49.623	0.377	1.008	27260	1.027	1626	0.017	49.077	Mary (9.284%)	John (8.297%)	William (6.741%)	Elizabeth (5.108%)	James (5.091%)	Ann (18.065%)	Jane (7.747%)	Henry (5.911%)	Ellen (4.357%)	A (3.622%)
1858	93837	46801	46662	374	49.875	49.727	0.399	1.003	27656	1.029	1570	0.017	47.516	Mary (9.332%)	John (7.913%)	William (6.620%)	Elizabeth (5.063%)	James (4.949%)	Ann (17.664%)	Jane (7.706%)	Henry (5.610%)	Ellen (4.489%)	William (3.698%)
1859	95578	47397	47828	353	49.590	50.041	0.369	0.991	29116	1.030	1593	0.017	48.776	Mary (9.222%)	John (8.007%)	William (6.661%)	Elizabeth (5.178%)	James (4.963%)	Ann (17.263%)	Jane (7.524%)	Henry (5.660%)	Ellen (4.269%)	William (3.792%)
1860	101155	50686	50060	409	50.107	49.488	0.404	1.013	31080	1.029	1688	0.017	50.355	Mary (9.294%)	John (7.919%)	William (6.572%)	Elizabeth (4.927%)	James (4.923%)	Ann (16.732%)	Jane (7.542%)	Henry (5.530%)	Ellen (4.320%)	William (4.023%)
1861	102381	51243	50756	382	50.051	49.576	0.373	1.010	31929	1.029	1632	0.016	48.284	Mary (9.063%)	John (8.095%)	William (6.600%)	Elizabeth (5.030%)	James (5.019%)	Ann (16.228%)	Jane (7.460%)	Henry (5.600%)	Ellen (4.538%)	William (4.212%)
1862	101324	50716	50222	386	50.053	49.566	0.381	1.010	31861	1.029	1673	0.017	49.791	Mary (9.009%)	John (8.050%)	William (6.663%)	Elizabeth (5.015%)	James (4.921%)	Ann (16.054%)	Jane (7.192%)	Henry (5.630%)	Ellen (4.742%)	William (4.312%)
1863	102985	51429	51144	412	49.938	49.662	0.400	1.006	33580	1.031	1729	0.017	51.070	Mary (8.967%)	John (7.712%)	William (6.348%)	James (4.869%)	Elizabeth (4.848%)	Ann (15.439%)	Jane (7.039%)	Henry (5.391%)	Ellen (4.851%)	William (3.959%)
1864	103735	51645	51634	456	49.786	49.775	0.440	1.000	34673	1.032	1732	0.017	49.423	Mary (8.801%)	John (7.673%)	William (6.294%)	Elizabeth (4.827%)	James (4.778%)	Ann (14.434%)	Jane (7.002%)	Henry (5.351%)	Ellen (4.638%)	William (4.118%)
1865	104610	52201	51977	432	49.901	49.686	0.413	1.004	35307	1.032	1733	0.017	48.182	Mary (8.705%)	John (7.784%)	William (6.178%)	Elizabeth (4.718%)	James (4.704%)	Ann (14.084%)	Jane (6.949%)	Henry (5.170%)	Ellen (4.574%)	William (4.192%)
1866	105171	52616	52149	406	50.029	49.585	0.386	1.009	35948	1.033	1791	0.017	49.805	Mary (8.464%)	John (7.558%)	William (6.168%)	James (4.768%)	Elizabeth (4.604%)	Ann (13.816%)	Jane (6.738%)	Henry (5.325%)	Ellen (4.515%)	William (4.251%)
1867	105451	52868	52170	413	50.135	49.473	0.392	1.013	36597	1.031	1775	0.017	50.254	Mary (8.446%)	John (7.799%)	William (6.293%)	James (4.634%)	Elizabeth (4.603%)	Ann (13.486%)	Jane (6.465%)	Henry (5.577%)	Ellen (4.589%)	William (4.332%)
1868	108209	54168	53639	402	50.059	49.570	0.372	1.010	37908	1.032	1782	0.016	49.214	Mary (8.437%)	John (7.612%)	William (6.229%)	James (4.756%)	Elizabeth (4.424%)	Ann (13.249%)	Jane (6.479%)	Henry (5.651%)	Ellen (4.743%)	William (4.196%)
1869	107598	53859	53330	409	50.056	49.564	0.380	1.010	38254	1.034	1782	0.017	49.214	Mary (8.167%)	John (7.464%)	William (6.055%)	James (4.626%)	Elizabeth (4.487%)	Ann (12.847%)	Jane (6.268%)	Henry (5.342%)	Ellen (4.528%)	William (4.204%)
1870	110608	55338	54895	375	50.031	49.630	0.339	1.008	40197	1.033	1780	0.016	48.258	Mary (8.150%)	John (7.368%)	William (6.024%)	James (4.569%)	Elizabeth (4.350%)	Ann (12.249%)	Jane (5.936%)	Henry (5.413%)	Ellen (4.609%)	William (4.260%)
1871	110996	55812	54761	423	50.283	49.336	0.381	1.019	40837	1.036	1872	0.017	50.641	Mary (7.854%)	John (7.387%)	William (6.068%)	James (4.683%)	Elizabeth (4.206%)	Ann (11.710%)	Jane (5.855%)	Henry (5.538%)	Ellen (4.543%)	William (4.363%)
1872	111712	55871	55419	422	50.013	49.609	0.378	1.008	41231	1.036	1807	0.016	48.201	Mary (7.789%)	John (7.215%)	William (5.978%)	James (4.568%)	Elizabeth (4.246%)	Ann (11.322%)	Jane (5.916%)	Henry (5.413%)	Ellen (4.673%)	William (4.364%)
1873	113558	56792	56338	428	50.011	49.612	0.377	1.008	42660	1.035	1836	0.016	48.366	Mary (7.600%)	John (7.152%)	William (5.959%)	James (4.452%)	Elizabeth (4.215%)	Ann (11.560%)	Jane (5.655%)	Henry (5.327%)	Ellen (4.479%)	William (4.452%)
1874	114596	57380	56778	438	50.072	49.546	0.382	1.011	43225	1.035	1880	0.016	49.149	Mary (7.356%)	John (7.091%)	William (5.877%)	James (4.453%)	Elizabeth (4.086%)	Ann (11.268%)	Jane (5.627%)	Henry (5.176%)	William (4.423%)	Ellen (4.333%)
1875	116603	58436	57697	470	50.115	49.482	0.403	1.013	44320	1.038	1895	0.016	49.129	Mary (7.345%)	John (7.056%)	William (5.855%)	James (4.383%)	Elizabeth (4.069%)	Ann (10.672%)	Jane (5.484%)	Henry (5.086%)	Ellen (4.519%)	William (4.404%)
1876	117034	58636	57949	449	50.102	49.515	0.384	1.012	44438	1.036	1964	0.017	50.407	Mary (7.189%)	John (6.850%)	William (5.666%)	James (4.385%)	Elizabeth (3.882%)	Ann (10.154%)	Jane (5.216%)	Henry (5.170%)	Ellen (4.430%)	William (4.260%)
1877	115542	57576	57514	452	49.831	49.778	0.391	1.001	43859	1.037	1963	0.017	49.771	Mary (7.145%)	John (6.758%)	William (5.788%)	James (4.242%)	Elizabeth (3.833%)	Ann (10.273%)	Henry (5.133%)	Jane (5.050%)	Ellen (4.350%)	William (4.155%)
1878	115939	57659	57806	474	49.732	49.859	0.409	0.997	43665	1.036	1947	0.017	49.666	Mary (6.887%)	John (6.642%)	William (5.763%)	James (4.156%)	Thomas (3.757%)	Ann (9.915%)	Henry (5.102%)	Jane (4.874%)	Ellen (4.477%)	William (4.160%)
1879	111337	55366	55523	448	49.728	49.869	0.402	0.997	41338	1.038	1883	0.017	47.531	John (6.560%)	Mary (6.554%)	William (5.619%)	James (4.053%)	Elizabeth (3.736%)	Ann (9.409%)	Henry (4.831%)	Jane (4.626%)	Ellen (4.361%)	William (4.286%)
1880	111974	55544	55974	456	49.604	49.988	0.407	0.992	41934	1.041	1912	0.017	50.000	Mary (6.631%)	John (6.392%)	William (5.352%)	James (4.103%)	Elizabeth (3.579%)	Ann (8.679%)	Henry (4.692%)	Jane (4.463%)	Ellen (4.420%)	William (4.087%)
1881	109264	54185	54644	435	49.591	50.011	0.398	0.992	40496	1.038	1946	0.018	47.893	John (6.419%)	Mary (6.301%)	William (5.288%)	James (3.977%)	Thomas (3.565%)	Ann (9.089%)	Henry (4.641%)	Jane (4.386%)	Ellen (4.365%)	William (4.101%)
1882	108857	54158	54246	453	49.752	49.832	0.416	0.998	40382	1.038	1963	0.018	47.631	John (6.249%)	Mary (6.115%)	William (5.380%)	James (4.017%)	Elizabeth (3.535%)	Ann (8.515%)	Henry (4.536%)	Jane (4.264%)	Ellen (4.228%)	William (3.937%)
1883	108187	53384	54367	436	49.344	50.253	0.403	0.982	39721	1.039	1924	0.018	47.037	John (6.133%)	Mary (6.001%)	William (5.273%)	James (3.893%)	Elizabeth (3.465%)	Ann (8.362%)	Henry (4.707%)	Jane (4.346%)	William (4.283%)	Ellen (4.281%)
1884	108114	53813	53876	425	49.774	49.833	0.393	0.999	39477	1.039	1895	0.018	48.918	John (6.079%)	Mary (5.832%)	William (5.355%)	James (3.915%)	Thomas (3.447%)	Ann (8.106%)	Henry (4.525%)	Ellen (4.135%)	William (4.037%)	Elizabeth (3.879%)
1885	107821	53943	53468	410	50.030	49.590	0.380	1.009	38790	1.037	1968	0.018	49.441	John (6.045%)	Mary (5.849%)	William (5.354%)	James (3.715%)	Thomas (3.512%)	Ann (8.065%)	Henry (4.658%)	Ellen (4.016%)	William (3.825%)	Jane (3.797%)
1886	107119	53322	53369	428	49.778	49.822	0.400	0.999	38321	1.040	1934	0.018	48.604	John (5.909%)	Mary (5.548%)	William (5.376%)	James (3.812%)	Thomas (3.434%)	Ann (7.448%)	Henry (4.575%)	Ellen (4.017%)	Elizabeth (3.819%)	William (3.802%)
1887	104520	52375	51739	406	50.110	49.502	0.388	1.012	37162	1.043	1947	0.019	49.461	John (5.876%)	Mary (5.341%)	William (5.129%)	James (3.787%)	Thomas (3.404%)	Ann (7.056%)	Henry (4.513%)	Ellen (3.954%)	William (3.807%)	Jane (3.533%)
1888	103106	51457	51211	438	49.907	49.668	0.425	1.005	36406	1.043	1927	0.019	49.351	John (5.992%)	Mary (5.261%)	William (5.145%)	James (3.753%)	Thomas (3.295%)	Ann (6.902%)	Henry (4.353%)	Ellen (3.803%)	William (3.705%)	Elizabeth (3.655%)
1889	103210	51529	51283	398	49.926	49.688	0.386	1.005	35975	1.041	1929	0.019	49.819	John (5.771%)	William (5.262%)	Mary (5.175%)	James (3.655%)	Thomas (3.333%)	Ann (6.540%)	Henry (4.392%)	Ellen (3.911%)	William (3.868%)	Elizabeth (3.572%)
1890	101338	51074	49855	409	50.400	49.197	0.404	1.024	34923	1.041	1923	0.019	48.258	John (5.854%)	William (5.203%)	Mary (4.960%)	James (3.762%)	Thomas (3.312%)	Ann (6.254%)	Henry (4.524%)	William (3.957%)	Ellen (3.869%)	Elizabeth (3.388%)
1891	100323	50365	49566	392	50.203	49.406	0.391	1.016	34056	1.041	1917	0.019	47.992	John (5.645%)	William (5.069%)	Mary (4.763%)	James (3.685%)	Thomas (3.245%)	Ann (5.837%)	Henry (4.153%)	William (3.829%)	Ellen (3.471%)	Elizabeth (3.468%)
1892	98398	49582	48441	375	50.389	49.230	0.381	1.024	33332	1.045	1911	0.019	48.299	John (5.732%)	William (5.001%)	Mary (4.622%)	James (3.561%)	Thomas (3.256%)	Ann (5.709%)	Henry (4.284%)	William (3.825%)	Ellen (3.544%)	Elizabeth (3.202%)
1893	99729	50311	49023	395	50.448	49.156	0.396	1.026	34203	1.045	1903	0.019	49.185	John (5.577%)	William (5.063%)	Mary (4.485%)	James (3.663%)	Thomas (3.159%)	Ann (5.236%)	Henry (4.100%)	William (3.571%)	Ellen (3.277%)	Elizabeth (3.235%)
1894	93015	46699	45952	364	50.206	49.403	0.391	1.016	31851	1.049	1883	0.020	48.486	John (5.491%)	William (5.022%)	Mary (4.393%)	James (3.431%)	Thomas (3.121%)	Ann (5.180%)	Henry (4.139%)	William (3.696%)	May (3.163%)	Elizabeth (3.133%)
1895	96078	48500	47225	353	50.480	49.153	0.367	1.027	32525	1.050	1843	0.019	47.477	John (5.359%)	William (5.077%)	Mary (4.212%)	James (3.605%)	Thomas (3.184%)	Ann (4.645%)	Henry (3.945%)	William (3.784%)	Ellen (3.009%)	May (3.000%)
1896	92028	46551	45137	340	50.584	49.047	0.369	1.031	31360	1.051	1865	0.020	48.472	John (5.499%)	William (4.816%)	Mary (4.021%)	James (3.530%)	Thomas (3.190%)	Ann (4.576%)	Henry (3.915%)	William (3.554%)	May (3.105%)	Ellen (3.041%)
1897	91845	46698	44836	311	50.844	48.817	0.339	1.042	31728	1.054	1872	0.020	48.451	John (5.479%)	William (4.884%)	Mary (3.929%)	James (3.598%)	Thomas (3.028%)	Ann (4.194%)	Henry (3.952%)	William (3.593%)	May (3.193%)	Ellen (2.941%)
1898	90558	46297	43938	323	51.124	48.519	0.357	1.054	31427	1.054	1853	0.020	47.760	John (5.571%)	William (4.815%)	Mary (3.900%)	James (3.467%)	Thomas (3.143%)	Ann (3.958%)	Henry (3.689%)	William (3.616%)	May (3.354%)	Elizabeth (2.702%)
1899	89590	46267	42988	335	51.643	47.983	0.374	1.076	30805	1.053	1822	0.020	46.597	John (5.602%)	William (4.883%)	Mary (3.753%)	James (3.365%)	Thomas (2.984%)	Ann (3.841%)	Henry (3.813%)	William (3.776%)	May (3.249%)	Elizabeth (2.756%)
1900	90762	47676	42718	368	52.529	47.066	0.405	1.116	31735	1.059	1876	0.021	50.533	John (5.552%)	William (5.007%)	Mary (3.667%)	James (3.460%)	Thomas (3.164%)	Henry (3.999%)	Ann (3.543%)	William (3.460%)	May (3.231%)	Edward (2.597%)
1901	86471	45945	40227	299	53.133	46.521	0.346	1.142	30724	1.063	1781	0.021	48.119	John (5.823%)	William (4.924%)	Mary (3.477%)	James (3.402%)	Thomas (3.097%)	Henry (3.933%)	Edward (3.581%)	William (3.446%)	May (3.275%)	Ann (3.036%)
1902	82049	43733	38042	274	53.301	46.365	0.334	1.150	28447	1.055	1710	0.021	46.374	John (5.655%)	William (4.893%)	Mary (3.547%)	James (3.524%)	Thomas (3.118%)	Edward (4.773%)	William (3.626%)	Henry (3.616%)	Ann (3.223%)	May (3.113%)
1903	81817	43510	38030	277	53.180	46.482	0.339	1.144	27949	1.056	1684	0.021	46.853	John (5.483%)	William (4.970%)	James (3.620%)	Mary (3.257%)	Thomas (3.067%)	William (3.726%)	Edward (3.675%)	Henry (3.509%)	May (3.310%)	Ann (3.018%)
1904	80960	42936	37772	252	53.034	46.655	0.311	1.137	27359	1.058	1729	0.021	48.930	John (5.547%)	William (4.953%)	James (3.502%)	Mary (3.330%)	Thomas (3.078%)	Henry (3.792%)	William (3.492%)	May (3.312%)	Ann (2.991%)	Edward (2.759%)
1905	75275	40017	35003	255	53.161	46.500	0.339	1.143	25017	1.058	1678	0.022	46.961	John (5.506%)	William (4.852%)	James (3.559%)	Mary (3.353%)	Thomas (2.981%)	Henry (3.933%)	William (3.522%)	May (3.423%)	Edward (2.702%)	Ann (2.569%)
1906	73562	39019	34296	247	53.042	46.622	0.336	1.138	24415	1.058	1646	0.022	47.388	John (5.594%)	William (4.732%)	James (3.519%)	Mary (3.248%)	Thomas (2.974%)	Henry (3.779%)	William (3.415%)	May (3.237%)	Edward (2.888%)	Ann (2.849%)
1907	70182	37364	32577	241	53.239	46.418	0.343	1.147	23317	1.060	1604	0.023	46.571	John (5.614%)	William (4.665%)	James (3.504%)	Mary (3.331%)	Thomas (3.041%)	Henry (3.966%)	William (3.724%)	May (3.485%)	Ann (2.777%)	Edward (2.655%)
1908	70326	37423	32636	267	53.214	46.407	0.380	1.147	23158	1.059	1630	0.023	47.485	John (5.526%)	William (4.668%)	James (3.389%)	Mary (3.214%)	Thomas (3.019%)	Henry (3.908%)	May (3.557%)	William (3.431%)	Ann (2.827%)	Edward (2.676%)
1909	66000	35083	30691	226	53.156	46.502	0.342	1.143	21778	1.062	1610	0.024	46.957	John (5.391%)	William (4.656%)	James (3.377%)	Mary (3.359%)	Thomas (3.024%)	William (3.559%)	Henry (3.507%)	May (3.351%)	Ann (2.646%)	Mary (2.603%)
1910	63015	33493	29303	219	53.151	46.502	0.348	1.143	20747	1.062	1536	0.024	44.922	John (5.430%)	William (4.580%)	Mary (3.347%)	James (3.296%)	Thomas (3.056%)	Henry (3.736%)	May (3.423%)	William (3.387%)	Edward (2.783%)	Mary (2.701%)
1911	62056	32781	29021	254	52.825	46.766	0.409	1.130	20778	1.067	1590	0.026	47.421	John (5.286%)	William (4.404%)	Mary (3.669%)	James (3.289%)	George (3.223%)	May (3.666%)	Mary (3.576%)	William (3.404%)	Henry (3.170%)	Edward (2.800%)
1912	55942	29724	25961	257	53.134	46.407	0.459	1.145	18574	1.066	1556	0.028	47.301	John (5.683%)	William (4.376%)	Mary (3.582%)	James (3.207%)	George (2.989%)	May (3.530%)	Mary (3.465%)	Henry (3.444%)	William (3.152%)	Edward (2.591%)
1913	57467	30481	26763	223	53.041	46.571	0.388	1.139	19013	1.067	1555	0.027	49.068	John (5.344%)	William (4.345%)	Mary (3.510%)	James (3.235%)	George (2.875%)	May (3.534%)	Henry (3.480%)	William (3.189%)	Mary (3.095%)	Edward (2.371%)
1914	54679	28927	25519	233	52.903	46.671	0.426	1.134	18101	1.065	1561	0.029	49.199	John (5.514%)	William (4.241%)	Mary (3.393%)	James (3.301%)	Thomas (2.871%)	Henry (3.440%)	May (3.373%)	William (3.243%)	Mary (3.197%)	Edward (2.449%)
1915	49168	26076	22855	237	53.034	46.483	0.482	1.141	16741	1.074	1526	0.031	48.755	John (5.445%)	William (3.992%)	James (3.303%)	Mary (3.272%)	Thomas (2.917%)	Henry (3.242%)	Mary (3.237%)	May (3.181%)	William (2.959%)	Edward (2.303%)
1916	42402	22559	19638	205	53.203	46.314	0.483	1.149	15207	1.071	1436	0.034	46.240	John (5.391%)	William (3.872%)	Mary (3.163%)	James (3.153%)	Thomas (2.818%)	Mary (3.354%)	William (3.286%)	May (3.139%)	Henry (2.887%)	Edward (2.451%)
1917	36480	19286	17014	180	52.867	46.639	0.493	1.134	13234	1.075	1343	0.037	47.282	John (5.225%)	William (3.731%)	Mary (2.999%)	James (2.947%)	Thomas (2.769%)	William (3.537%)	Mary (3.269%)	May (3.206%)	Henry (2.707%)	James (2.123%)
1918	31563	16815	14589	159	53.274	46.222	0.504	1.153	11165	1.073	1246	0.039	45.987	John (5.167%)	William (4.043%)	James (3.263%)	Mary (2.975%)	Thomas (2.690%)	William (3.431%)	May (3.397%)	Mary (3.030%)	Henry (2.805%)	Edward (2.104%)
1919	31818	17067	14587	164	53.639	45.845	0.515	1.170	11032	1.071	1277	0.040	49.491	John (5.469%)	William (3.743%)	James (3.083%)	Mary (3.058%)	Thomas (2.825%)	Mary (3.369%)	May (3.140%)	William (3.039%)	Henry (2.928%)	M (2.209%)
1920	41809	22619	18994	196	54.101	45.430	0.469	1.191	14610	1.072	1439	0.034	50.660	John (5.233%)	William (3.949%)	James (3.282%)	Mary (2.923%)	Thomas (2.614%)	William (3.340%)	Mary (3.295%)	May (3.244%)	Henry (3.148%)	Edward (2.069%)
1921	39493	21239	18049	205	53.779	45.702	0.519	1.177	13853	1.074	1403	0.036	46.258	John (5.158%)	William (3.801%)	James (3.097%)	Mary (3.016%)	Thomas (2.699%)	William (3.414%)	Mary (3.199%)	May (3.118%)	Henry (2.735%)	Edward (2.372%)
1922	33893	18639	15068	186	54.994	44.458	0.549	1.237	12224	1.066	1385	0.041	47.509	John (5.069%)	William (3.874%)	James (3.077%)	Mary (2.989%)	Thomas (2.467%)	Mary (3.823%)	William (3.516%)	May (2.756%)	Henry (2.564%)	Edward (2.203%)
1923	30955	16993	13769	193	54.896	44.481	0.623	1.234	11222	1.076	1355	0.044	47.159	John (5.311%)	William (3.596%)	James (2.956%)	Mary (2.840%)	George (2.416%)	Mary (3.495%)	William (3.487%)	Henry (2.981%)	May (2.725%)	Edward (2.352%)
